Prophage	Defense_System	System_Type	System_Subtype	Coverage
GCA_029167145.1_ASM2916714v1/JARFMG010000009.1_provirus_5416_52629	GCA_029167145.1_ASM2916714v1_Septu_16	Septu	Septu	34.57%
GCA_025658655.1_ASM2565865v1/JAOVEL010000022.1_provirus_52399_68185	GCA_025658655.1_ASM2565865v1_Retron_I_C_3	Retron	Retron_I_C	100.00%
GCA_000791635.1_AZPAE14955/JTQM01000007.1_provirus_139891_195280	GCA_000791635.1_AZPAE14955_BstA_1	BstA	BstA	100.00%
GCA_021656755.1_PDT001087639.1/DAFPHV010000011.1_provirus_142993_179080	GCA_021656755.1_PDT001087639.1_RosmerTA_9	RosmerTA	RosmerTA	58.80%
GCA_030368535.1_ASM3036853v1/JASAGL010000007.1_provirus_55232_94031	GCA_030368535.1_ASM3036853v1_PD-Lambda-5_8	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_009807395.1_ASM980739v1/WUDJ01000003.1_provirus_31540_75433	GCA_009807395.1_ASM980739v1_AbiD_1	AbiD	AbiD	100.00%
GCA_963443805.1_t16_s_A7.1/CAUMPP010000002.1_provirus_108880_154331	GCA_963443805.1_t16_AbiU_1	AbiU	AbiU	100.00%
GCA_950099335.1_STH1/CATNHO010000001.1_provirus_5293318_5303271	GCA_950099335.1_STH1_ShosTA_1	ShosTA	ShosTA	59.88%
GCA_021497305.1_ASM2149730v1/CP054787.1_provirus_716963_758088	GCA_021497305.1_ASM2149730v1_Hma_12	Hma	Hma	100.00%
GCA_021497305.1_ASM2149730v1/CP054787.1_provirus_716963_758088	GCA_021497305.1_ASM2149730v1_HEC-08_11	HEC-08	HEC-08	100.00%
GCA_021497305.1_ASM2149730v1/CP054787.1_provirus_716963_758088	GCA_021497305.1_ASM2149730v1_HEC-02_10	HEC-02	HEC-02	100.00%
GCA_016090755.1_ASM1609075v1/JADTLC010000044.1_provirus_13557_24152	GCA_016090755.1_ASM1609075v1_RM_Type_II_3	RM	RM_Type_II	39.80%
GCA_003977965.1_ASM397796v1/RXVG01000097.1_provirus_19267_31436	GCA_003977965.1_ASM397796v1_Menshen_3	Menshen	Menshen	100.00%
GCA_024005155.1_PDT001348446.1/DAHQCH010000015.1_provirus_31122_67384	GCA_024005155.1_PDT001348446.1_PD-Lambda-5_12	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_033890425.1_PDT001994158.1/DARRZK010000015.1_provirus_15705_55491	GCA_033890425.1_PDT001994158.1_Gabija_2	Gabija	Gabija	100.00%
GCA_001990295.1_ASM199029v1/MULH01000003.1_provirus_266819_375713	GCA_001990295.1_ASM199029v1_BstA_1	BstA	BstA	100.00%
GCA_001990295.1_ASM199029v1/MULH01000003.1_provirus_266819_375713	GCA_001990295.1_ASM199029v1_BstA_2	BstA	BstA	100.00%
GCA_016338725.1_ASM1633872v1/JAEHVY010000012.1_provirus_25455_71691	GCA_016338725.1_ASM1633872v1_RM_Type_I_9	RM	RM_Type_I	48.02%
GCA_011683115.1_ASM1168311v1/VCOT01000002.1_provirus_2_37412	GCA_011683115.1_ASM1168311v1_RM_Type_II_14	RM	RM_Type_II	100.00%
GCA_031822715.1_ASM3182271v1/JAVQOV010000007.1_provirus_170365_214600	GCA_031822715.1_ASM3182271v1_ShosTA_5	ShosTA	ShosTA	100.00%
GCA_008801675.1_ASM880167v1/VZPH01000064.1_provirus_91_7441	GCA_008801675.1_ASM880167v1_RM_Type_II_6	RM	RM_Type_II	33.47%
GCA_023905275.1_ASM2390527v1/STVU01000019.1_provirus_68903_89411	GCA_023905275.1_ASM2390527v1_Shedu_3	Shedu	Shedu	100.00%
GCA_963453335.1_t54_s_E7.1/CAUNZX010000001.1_provirus_326104_396817	GCA_963453335.1_t54_RosmerTA_4	RosmerTA	RosmerTA	100.00%
GCA_021666735.2_PDT000893713.2/ABEUTE020000012.1_provirus_90339_102228	GCA_021666735.2_PDT000893713.2_RM_Type_IV_10	RM	RM_Type_IV	100.00%
GCA_021666735.2_PDT000893713.2/ABEUTE020000032.1_provirus_542_65315	GCA_021666735.2_PDT000893713.2_RosmerTA_5	RosmerTA	RosmerTA	94.88%
GCA_027627035.1_ASM2762703v1/JAPEVL010000001.1_provirus_3815100_3854510	GCA_027627035.1_ASM2762703v1_DS-1_7	DS-1	DS-1	100.00%
GCA_963445315.1_t54_s_G6.1/CAUMVO010000001.1_provirus_326104_396817	GCA_963445315.1_t54_RosmerTA_4	RosmerTA	RosmerTA	100.00%
GCA_015626645.1_ASM1562664v1/WODM01000013.1_provirus_68943_80955	GCA_015626645.1_ASM1562664v1_Septu_4	Septu	Septu	100.00%
GCA_001453915.1_WH-SGI-V-07278/LLUE01000047.1_provirus_100770_146184	GCA_001453915.1_WH-SGI-V-07278_Gao_Her_DUF_4	Gao_Her	Gao_Her_DUF	100.00%
GCA_001451535.1_WH-SGI-V-07427/LLPO01000109.1_provirus_294506_331042	GCA_001451535.1_WH-SGI-V-07427_RosmerTA_9	RosmerTA	RosmerTA	58.80%
GCA_030865645.1_ASM3086564v1/JAVFCU010000010.1_provirus_144091_177268	GCA_030865645.1_ASM3086564v1_RosmerTA_10	RosmerTA	RosmerTA	100.00%
GCA_022408615.1_ASM2240861v1/JAJPTC010000036.1_provirus_18779_53712	GCA_022408615.1_ASM2240861v1_RosmerTA_9	RosmerTA	RosmerTA	62.75%
GCA_021513435.1_ASM2151343v1/CP069326.1_provirus_5233436_5247295	GCA_021513435.1_ASM2151343v1_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_024587855.1_ASM2458785v1/JAKGUS010000004.1_provirus_86157_121126	GCA_024587855.1_ASM2458785v1_DS-11_1	DS-11	DS-11	100.00%
GCA_021662255.1_PDT001013732.1/DAFPPM010000014.1_provirus_2_52638	GCA_021662255.1_PDT001013732.1_BstA_1	BstA	BstA	100.00%
GCA_018342015.1_ASM1834201v1/JAFBXZ010000007.1_provirus_297486_317799	GCA_018342015.1_ASM1834201v1_Gabija_8	Gabija	Gabija	100.00%
GCA_032614435.1_ASM3261443v1/JAVLUC010000002.1_provirus_1927974_1962355	GCA_032614435.1_ASM3261443v1_DS-1_1	DS-1	DS-1	100.00%
GCA_000793165.1_AZPAE15056/JTMQ01000018.1_provirus_23923_33993	GCA_000793165.1_AZPAE15056_RM_Type_II_4	RM	RM_Type_II	39.50%
GCA_023699895.1_ASM2369989v1/JAMPJP010000047.1_provirus_18497_27887	GCA_023699895.1_ASM2369989v1_RM_Type_II_14	RM	RM_Type_II	100.00%
GCA_963448865.1_t122_d1_A11.1/CAUNIL010000004.1_provirus_60223_106793	GCA_963448865.1_t122_PD-Lambda-5_5	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_900148265.1_LRJ14/FRWL01000013.1_provirus_29092_63108	GCA_900148265.1_LRJ14_PD-Lambda-5_4	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_000789885.1_AZPAE14915/JTSA01000001.1_provirus_903_28521	GCA_000789885.1_AZPAE14915_PD-T7-4_3	PD-T7-4	PD-T7-4	100.00%
GCA_963439935.1_t159_d1_A11.1/CAUMAE010000026.1_provirus_18771_31960	GCA_963439935.1_t159_RM_Type_II_5	RM	RM_Type_II	100.00%
GCA_963439935.1_t159_d1_A11.1/CAUMAE010000014.1_provirus_2_47133	GCA_963439935.1_t159_Retron_III_4	Retron	Retron_III	100.00%
GCA_963453635.1_p23_d1_H12.1/CAUOAX010000011.1_provirus_114556_151139	GCA_963453635.1_p23_RosmerTA_6	RosmerTA	RosmerTA	58.80%
GCA_022555735.1_ASM2255573v1/JAJPMY010000007.1_provirus_53457_89056	GCA_022555735.1_ASM2255573v1_RosmerTA_11	RosmerTA	RosmerTA	100.00%
GCA_002312585.1_ASM231258v1/MWXR01000014.1_provirus_284556_339903	GCA_002312585.1_ASM231258v1_RosmerTA_15	RosmerTA	RosmerTA	100.00%
GCA_000952805.1_ASM95280v1/KQ001499.1_provirus_94534_128790	GCA_000952805.1_ASM95280v1_RosmerTA_4	RosmerTA	RosmerTA	62.75%
GCA_000952805.1_ASM95280v1/KQ001517.1_provirus_95255_137454	GCA_000952805.1_ASM95280v1_VP1839_6	VP1839	VP1839	100.00%
GCA_021708015.1_PDT000673437.1/DAFSBT010000011.1_provirus_161910_186408	GCA_021708015.1_PDT000673437.1_RM_Type_II_9	RM	RM_Type_II	100.00%
GCA_021061185.1_ASM2106118v1/JAIGZU010000139.1_provirus_57863_93584	GCA_021061185.1_ASM2106118v1_DS-1_4	DS-1	DS-1	100.00%
GCA_007004305.1_ASM700430v1/VJMM01000028.1_provirus_15164_52491	GCA_007004305.1_ASM700430v1_PD-Lambda-5_15	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_034837475.1_PDT002043309.1/DAUBAL010000008.1_provirus_97733_140137	GCA_034837475.1_PDT002043309.1_ShosTA_5	ShosTA	ShosTA	100.00%
GCA_902202685.1_BS2355/CABIOJ010000015.1_provirus_121310_151399	GCA_902202685.1_BS2355_PD-Lambda-5_6	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_018341895.1_ASM1834189v1/JAFBYE010000004.1_provirus_297485_317798	GCA_018341895.1_ASM1834189v1_Gabija_8	Gabija	Gabija	100.00%
GCA_013912685.1_ASM1391268v1/JACEPE010000001.1_provirus_433758_470718	GCA_013912685.1_ASM1391268v1_PD-Lambda-5_7	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_021708895.1_PDT000589413.1/ABEVIE010000052.1_provirus_96_6426	GCA_021708895.1_PDT000589413.1_RM_Type_IV_3	RM	RM_Type_IV	100.00%
GCA_021674315.1_PDT000771105.1/DAFQCX010000014.1_provirus_111_20180	GCA_021674315.1_PDT000771105.1_PD-Lambda-5_13	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_021674315.1_PDT000771105.1/DAFQCX010000015.1_provirus_62846_99846	GCA_021674315.1_PDT000771105.1_PD-T7-4_5	PD-T7-4	PD-T7-4	100.00%
GCA_025515545.1_ASM2551554v1/JAOCZY010000094.1_provirus_3_10511	GCA_025515545.1_ASM2551554v1_ShosTA_3	ShosTA	ShosTA	100.00%
GCA_021668815.1_PDT000866106.1/DAFPUX010000019.1_provirus_42493_96956	GCA_021668815.1_PDT000866106.1_BstA_2	BstA	BstA	100.00%
GCA_023911615.1_ASM2391161v1/STKJ01000011.1_provirus_101766_152378	GCA_023911615.1_ASM2391161v1_BstA_1	BstA	BstA	100.00%
GCA_027627075.1_ASM2762707v1/JAOZVP010000001.1_provirus_2238259_2273183	GCA_027627075.1_ASM2762707v1_Tiamat_12	Tiamat	Tiamat	100.00%
GCA_003838525.1_ASM383852v1/NSVO01000001.1_provirus_429218_466741	GCA_003838525.1_ASM383852v1_RloC_3	RloC	RloC	100.00%
GCA_900106255.1_PSA9/FNMC01000006.1_provirus_58336_95701	GCA_900106255.1_PSA9_RosmerTA_9	RosmerTA	RosmerTA	100.00%
GCA_963439365.1_t92_d1_E4.1/CAULXZ010000010.1_provirus_120821_133888	GCA_963439365.1_t92_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_030865255.1_ASM3086525v1/JAVFCT010000010.1_provirus_144091_177268	GCA_030865255.1_ASM3086525v1_RosmerTA_9	RosmerTA	RosmerTA	100.00%
GCA_029636025.1_PDT001684051.1/ABLKOI010000002.1_provirus_49457_110358	GCA_029636025.1_PDT001684051.1_BstA_1	BstA	BstA	100.00%
GCA_021677995.1_PDT000768311.1/DAFQKC010000060.1_provirus_9228_29541	GCA_021677995.1_PDT000768311.1_Gabija_1	Gabija	Gabija	100.00%
GCA_033795965.1_ASM3379596v1/JAUHTG010000004.1_provirus_3_46394	GCA_033795965.1_ASM3379596v1_BstA_1	BstA	BstA	100.00%
GCA_028366415.3_ASM2836641v3/CP130942.1_provirus_4385020_4409628	GCA_028366415.3_ASM2836641v3_Shedu_4	Shedu	Shedu	100.00%
GCA_028366415.3_ASM2836641v3/CP130942.1_provirus_3410548_3451236	GCA_028366415.3_ASM2836641v3_PD-T7-4_13	PD-T7-4	PD-T7-4	100.00%
GCA_029399695.1_PDT001668560.1/ABLEQE010000003.1_provirus_1124_42228	GCA_029399695.1_PDT001668560.1_Gabija_2	Gabija	Gabija	100.00%
GCA_000790305.1_AZPAE14870/JTTS01000026.1_provirus_260_14266	GCA_000790305.1_AZPAE14870_Old_exonuclease_3	Old_exonuclease	Old_exonuclease	100.00%
GCA_002964255.1_ASM296425v1/PUEX01000007.1_provirus_122123_160469	GCA_002964255.1_ASM296425v1_PD-Lambda-5_8	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_002964255.1_ASM296425v1/PUEX01000011.1_provirus_196252_216739	GCA_002964255.1_ASM296425v1_Gabija_3	Gabija	Gabija	100.00%
GCA_018457025.1_ASM1845702v1/JAGFOY010000008.1_provirus_44865_91814	GCA_018457025.1_ASM1845702v1_RM_Type_II_9	RM	RM_Type_II	100.00%
GCA_963449835.1_t169_d1_D3.1/CAUNMH010000012.1_provirus_3_28734	GCA_963449835.1_t169_RM_Type_I_11	RM	RM_Type_I	100.00%
GCA_963449835.1_t169_d1_D3.1/CAUNMH010000012.1_provirus_3_28734	GCA_963449835.1_t169_CBASS_I_10	CBASS	CBASS_I	100.00%
GCA_963449835.1_t169_d1_D3.1/CAUNMH010000012.1_provirus_3_28734	GCA_963449835.1_t169_PsyrTA_2	PsyrTA	PsyrTA	100.00%
GCA_963449835.1_t169_d1_D3.1/CAUNMH010000012.1_provirus_3_28734	GCA_963449835.1_t169_AbiE_1	AbiE	AbiE	60.56%
GCA_003969255.1_ASM396925v1/RXVK01000004.1_provirus_89813_126037	GCA_003969255.1_ASM396925v1_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_004374595.1_ASM437459v1/RWTQ01000017.1_provirus_5446_15336	GCA_004374595.1_ASM437459v1_PARIS_I_1	Paris	PARIS_I	59.17%
GCA_003073795.1_ASM307379v1/CP029090.1_provirus_6902533_6943626	GCA_003073795.1_ASM307379v1_Hma_6	Hma	Hma	100.00%
GCA_003073795.1_ASM307379v1/CP029090.1_provirus_6902533_6943626	GCA_003073795.1_ASM307379v1_HEC-08_5	HEC-08	HEC-08	100.00%
GCA_003073795.1_ASM307379v1/CP029090.1_provirus_6902533_6943626	GCA_003073795.1_ASM307379v1_HEC-02_4	HEC-02	HEC-02	100.00%
GCA_001721785.1_ASM172178v1/CP012580.1_provirus_2068293_2110983	GCA_001721785.1_ASM172178v1_RM_Type_II_14	RM	RM_Type_II	100.00%
GCA_900144185.1_16/FRGQ01000007.1_provirus_10512_95253	GCA_900144185.1_16_ShosTA_3	ShosTA	ShosTA	100.00%
GCA_000794585.1_AZPAE14692/JTXM01000061.1_provirus_2092_41545	GCA_000794585.1_AZPAE14692_AbiU_1	AbiU	AbiU	100.00%
GCA_020180215.1_ASM2018021v1/JAIPSW010000001.1_provirus_384302_448044	GCA_020180215.1_ASM2018021v1_RosmerTA_6	RosmerTA	RosmerTA	100.00%
GCA_031733595.1_ASM3173359v1/JASTXM010000001.1_provirus_281920_320493	GCA_031733595.1_ASM3173359v1_PD-T7-4_4	PD-T7-4	PD-T7-4	100.00%
GCA_003055235.1_ASM305523v1/QBEL01000002.1_provirus_69931_133673	GCA_003055235.1_ASM305523v1_RosmerTA_6	RosmerTA	RosmerTA	100.00%
GCA_963445425.1_t146_d1_B7.1/CAUMVU010000030.1_provirus_42169_59226	GCA_963445425.1_t146_RM_Type_II_15	RM	RM_Type_II	100.00%
GCA_031825335.1_ASM3182533v1/JARBCO010000001.1_provirus_127794_165736	GCA_031825335.1_ASM3182533v1_PD-Lambda-5_9	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_025107325.1_ASM2510732v1/JANYRF010000013.1_provirus_111112_170312	GCA_025107325.1_ASM2510732v1_BstA_1	BstA	BstA	100.00%
GCA_025798805.1_ASM2579880v1/JAOXOQ010000006.1_provirus_25803_64250	GCA_025798805.1_ASM2579880v1_DS-1_7	DS-1	DS-1	100.00%
GCA_025798805.1_ASM2579880v1/JAOXOQ010000008.1_provirus_73906_107795	GCA_025798805.1_ASM2579880v1_Gabija_9	Gabija	Gabija	100.00%
GCA_963430095.1_t152_d1_C1.1/CAUKNY010000002.1_provirus_119919_156180	GCA_963430095.1_t152_PD-Lambda-5_7	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_031823195.1_ASM3182319v1/JAVQPN010000003.1_provirus_403034_440889	GCA_031823195.1_ASM3182319v1_DS-1_1	DS-1	DS-1	100.00%
GCA_016091905.1_ASM1609190v1/JADTNJ010000008.1_provirus_6501_51467	GCA_016091905.1_ASM1609190v1_ShosTA_1	ShosTA	ShosTA	100.00%
GCA_030028275.1_ASM3002827v1/CP125288.1_provirus_2484497_2517106	GCA_030028275.1_ASM3002827v1_Zorya_TypeI_7	Zorya	Zorya_TypeI	36.52%
GCA_030028275.1_ASM3002827v1/CP125288.1_provirus_2484497_2517106	GCA_030028275.1_ASM3002827v1_RM_Type_IIG_2_11	RM	RM_Type_IIG_2	100.00%
GCA_030028275.1_ASM3002827v1/CP125288.1_provirus_2484497_2517106	GCA_030028275.1_ASM3002827v1_RM_Type_IIG_10	RM	RM_Type_IIG	100.00%
GCA_963432775.1_t54_s_B1.1/CAUKYT010000019.1_provirus_3_63502	GCA_963432775.1_t54_RosmerTA_4	RosmerTA	RosmerTA	100.00%
GCA_009925095.1_ASM992509v1/SDXM01000003.1_provirus_539581_577674	GCA_009925095.1_ASM992509v1_PD-Lambda-5_4	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_963446235.1_t3_d1_D1.1/CAUMYZ010000008.1_provirus_128009_186048	GCA_963446235.1_t3_BstA_1	BstA	BstA	100.00%
GCA_019690395.1_ASM1969039v1/JADIUI010000001.1_provirus_281738_320311	GCA_019690395.1_ASM1969039v1_PD-T7-4_4	PD-T7-4	PD-T7-4	100.00%
GCA_009676885.1_ASM967688v1/CP046069.1_provirus_2430735_2465659	GCA_009676885.1_ASM967688v1_Tiamat_12	Tiamat	Tiamat	100.00%
GCA_022559545.1_ASM2255954v1/CP080405.1_provirus_2643361_2699688	GCA_022559545.1_ASM2255954v1_BstA_2	BstA	BstA	100.00%
GCA_900147225.1_396/FRSP01000013.1_provirus_92683_140037	GCA_900147225.1_396_BstA_3	BstA	BstA	100.00%
GCA_025456525.1_ASM2545652v1/JAMKYC010000006.1_provirus_24271_65357	GCA_025456525.1_ASM2545652v1_Hma_6	Hma	Hma	100.00%
GCA_025456525.1_ASM2545652v1/JAMKYC010000006.1_provirus_24271_65357	GCA_025456525.1_ASM2545652v1_HEC-02_4	HEC-02	HEC-02	100.00%
GCA_025456525.1_ASM2545652v1/JAMKYC010000006.1_provirus_24271_65357	GCA_025456525.1_ASM2545652v1_HEC-08_5	HEC-08	HEC-08	100.00%
GCA_023929265.1_ASM2392926v1/JALITW010000164.1_provirus_269_43422	GCA_023929265.1_ASM2392926v1_ShosTA_5	ShosTA	ShosTA	100.00%
GCA_963436965.1_t33_s_G9.1/CAULPC010000018.1_provirus_25107_36264	GCA_963436965.1_t33_RM_Type_II_3	RM	RM_Type_II	48.40%
GCA_963436965.1_t33_s_G9.1/CAULPC010000004.1_provirus_66884_106532	GCA_963436965.1_t33_Gao_Iet_1	Gao_Iet	Gao_Iet	34.79%
GCA_004373405.1_ASM437340v1/RWSF01000001.1_provirus_716468_757846	GCA_004373405.1_ASM437340v1_Gao_Iet_1	Gao_Iet	Gao_Iet	34.79%
GCA_025603235.1_PDT001443640.1/DAJMQY010000002.1_provirus_540714_578703	GCA_025603235.1_PDT001443640.1_RM_Type_II_11	RM	RM_Type_II	100.00%
GCA_963431505.1_t33_s_B12.1/CAUKUF010000019.1_provirus_53511_64668	GCA_963431505.1_t33_RM_Type_II_3	RM	RM_Type_II	48.40%
GCA_963431505.1_t33_s_B12.1/CAUKUF010000003.1_provirus_321093_360741	GCA_963431505.1_t33_Gao_Iet_1	Gao_Iet	Gao_Iet	34.79%
GCA_001449825.1_WH-SGI-V-07223/LLMU01000018.1_provirus_21824_35563	GCA_001449825.1_WH-SGI-V-07223_Dpd_6	Dpd	Dpd	25.25%
GCA_963442165.1_t100_d1_E10.1/CAUMHE010000003.1_provirus_28998_74477	GCA_963442165.1_t100_AbiU_1	AbiU	AbiU	100.00%
GCA_031373125.1_PDT001880985.1/DAPIHK010000044.1_provirus_1_24699	GCA_031373125.1_PDT001880985.1_Gabija_1	Gabija	Gabija	100.00%
GCA_027495415.1_ASM2749541v1/JAPZKD010000007.1_provirus_110214_161259	GCA_027495415.1_ASM2749541v1_DS-6_1	DS-6	DS-6	100.00%
GCA_026534755.1_PDT001505125.1/DAKLBR010000018.1_provirus_23594_35059	GCA_026534755.1_PDT001505125.1_RM_Type_II_4	RM	RM_Type_II	61.39%
GCA_009025765.1_ASM902576v1/WCHS01000002.1_provirus_293477_353825	GCA_009025765.1_ASM902576v1_BstA_2	BstA	BstA	100.00%
GCA_015765945.1_ASM1576594v1/JADTBI010000025.1_provirus_57387_81888	GCA_015765945.1_ASM1576594v1_RM_Type_II_8	RM	RM_Type_II	100.00%
GCA_003630615.1_ASM363061v1/RACQ01000071.1_provirus_21275_64084	GCA_003630615.1_ASM363061v1_Hachiman_2	Hachiman	Hachiman	57.30%
GCA_030711615.1_ASM3071161v1/JAUKGK010000001.1_provirus_281717_320290	GCA_030711615.1_ASM3071161v1_PD-T7-4_4	PD-T7-4	PD-T7-4	100.00%
GCA_009727395.1_ASM972739v1/WOAO01000010.1_provirus_60601_109358	GCA_009727395.1_ASM972739v1_Septu_5	Septu	Septu	100.00%
GCA_900145435.1_201/FRLS01000002.1_provirus_6200_43200	GCA_900145435.1_201_PD-T7-4_11	PD-T7-4	PD-T7-4	100.00%
GCA_024482325.1_PDT001371370.1/DAIJRF010000044.1_provirus_32691_43489	GCA_024482325.1_PDT001371370.1_Old_exonuclease_2	Old_exonuclease	Old_exonuclease	100.00%
GCA_024482325.1_PDT001371370.1/DAIJRF010000032.1_provirus_12033_49555	GCA_024482325.1_PDT001371370.1_RloC_1	RloC	RloC	100.00%
GCA_003631555.1_ASM363155v1/RAAV01000050.1_provirus_3_41019	GCA_003631555.1_ASM363155v1_BstA_1	BstA	BstA	100.00%
GCA_950101075.1_T157-23/CATNKY010000001.1_provirus_5354083_5364036	GCA_950101075.1_T157-23_ShosTA_1	ShosTA	ShosTA	59.88%
GCA_018141565.1_ASM1814156v1/CP065374.1_provirus_6445843_6492162	GCA_018141565.1_ASM1814156v1_CAS_Class1-Subtype-I-F_12	Cas	CAS_Class1-Subtype-I-F	93.03%
GCA_900144905.1_148/FRJH01000131.1_provirus_404_9999	GCA_900144905.1_148_RM_Type_II_4	RM	RM_Type_II	100.00%
GCA_025125115.1_ASM2512511v1/JANZDV010000004.1_provirus_295798_335931	GCA_025125115.1_ASM2512511v1_PD-T7-4_1	PD-T7-4	PD-T7-4	100.00%
GCA_024126485.1_ASM2412648v1/JAMYAX010000016.1_provirus_55310_65922	GCA_024126485.1_ASM2412648v1_Rst_3HP_3	Rst_3HP	Rst_3HP	24.30%
GCA_016343915.1_ASM1634391v1/JAEHXH010000007.1_provirus_11267_69403	GCA_016343915.1_ASM1634391v1_RM_Type_I_4	RM	RM_Type_I	44.48%
GCA_016343915.1_ASM1634391v1/JAEHXH010000007.1_provirus_11267_69403	GCA_016343915.1_ASM1634391v1_Zorya_TypeI_2	Zorya	Zorya_TypeI	41.30%
GCA_029954195.1_ASM2995419v1/JAPCTT010000001.1_provirus_53183_62306	GCA_029954195.1_ASM2995419v1_RM_Type_IV_6	RM	RM_Type_IV	8.31%
GCA_001449155.1_WH-SGI-V-07058/LLKY01000012.1_provirus_1_71487	GCA_001449155.1_WH-SGI-V-07058_Gao_RL_3	Gao_RL	Gao_RL	100.00%
GCA_001449155.1_WH-SGI-V-07058/LLKY01000012.1_provirus_1_71487	GCA_001449155.1_WH-SGI-V-07058_PD-T7-3_4	PD-T7-3	PD-T7-3	100.00%
GCA_028608645.1_ASM2860864v1/CP075777.1_provirus_2334012_2397859	GCA_028608645.1_ASM2860864v1_RosmerTA_4	RosmerTA	RosmerTA	100.00%
GCA_900145305.1_189/FRLF01000053.1_provirus_52592_63095	GCA_900145305.1_189_Rst_3HP_7	Rst_3HP	Rst_3HP	24.28%
GCA_963436375.1_t123_s_C6.1/CAULME010000020.1_provirus_68302_80191	GCA_963436375.1_t123_RM_Type_IV_6	RM	RM_Type_IV	100.00%
GCA_022424055.1_ASM2242405v1/JAIPVQ010000003.1_provirus_338576_387103	GCA_022424055.1_ASM2242405v1_RosmerTA_9	RosmerTA	RosmerTA	100.00%
GCA_000829255.1_ASM82925v1/AP014646.1_provirus_6283450_6331570	GCA_000829255.1_ASM82925v1_PD-Lambda-5_4	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_963428765.1_t85_d1_H6.1/CAUKJS010000003.1_provirus_118768_213047	GCA_963428765.1_t85_GAPS4_1	GAPS4	GAPS4	100.00%
GCA_009727405.1_ASM972740v1/WOAR01000017.1_provirus_2_31504	GCA_009727405.1_ASM972740v1_PD-T7-4_10	PD-T7-4	PD-T7-4	100.00%
GCA_021682555.1_PDT000767780.1/DAFQSL010000029.1_provirus_3_52061	GCA_021682555.1_PDT000767780.1_RM_Type_I_18	RM	RM_Type_I	100.00%
GCA_021682555.1_PDT000767780.1/DAFQSL010000029.1_provirus_3_52061	GCA_021682555.1_PDT000767780.1_Septu_8	Septu	Septu	100.00%
GCA_021682555.1_PDT000767780.1/DAFQSL010000024.1_provirus_1966_41419	GCA_021682555.1_PDT000767780.1_AbiU_1	AbiU	AbiU	100.00%
GCA_021666535.1_PDT000898455.1/ABEUSR010000040.1_provirus_2_17377	GCA_021666535.1_PDT000898455.1_Zorya_TypeI_11	Zorya	Zorya_TypeI	63.65%
GCA_950101575.1_LTZ7/CATNLF010000001.1_provirus_5350006_5359959	GCA_950101575.1_LTZ7_ShosTA_1	ShosTA	ShosTA	59.88%
GCA_028610045.1_ASM2861004v1/CP075840.1_provirus_5406409_5418208	GCA_028610045.1_ASM2861004v1_RM_Type_II_4	RM	RM_Type_II	100.00%
GCA_024520235.1_ASM2452023v1/JALKGS010000001.1_provirus_539375_587678	GCA_024520235.1_ASM2452023v1_DS-1_1	DS-1	DS-1	100.00%
GCA_033863375.1_PDT001992681.1/DARQPE010000009.1_provirus_882_28500	GCA_033863375.1_PDT001992681.1_PD-T7-4_2	PD-T7-4	PD-T7-4	100.00%
GCA_013913035.1_ASM1391303v1/JACEPW010000019.1_provirus_68748_127758	GCA_013913035.1_ASM1391303v1_BstA_2	BstA	BstA	100.00%
GCA_963448225.1_p51_d1_E5.1/CAUNGE010000005.1_provirus_135718_183659	GCA_963448225.1_p51_ShosTA_3	ShosTA	ShosTA	100.00%
GCA_003978035.1_ASM397803v1/RXVJ01000007.1_provirus_426521_467324	GCA_003978035.1_ASM397803v1_Gao_Iet_1	Gao_Iet	Gao_Iet	33.26%
GCA_030410875.1_ASM3041087v1/JAUFRR010000013.1_provirus_160716_198705	GCA_030410875.1_ASM3041087v1_RM_Type_II_13	RM	RM_Type_II	100.00%
GCA_023922085.1_PDT001346373.1/DAHMZA010000001.1_provirus_231386_268969	GCA_023922085.1_PDT001346373.1_PD-Lambda-5_9	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_963440175.1_p51_d1_H9.1/CAUMBE010000012.1_provirus_135670_183611	GCA_963440175.1_p51_ShosTA_3	ShosTA	ShosTA	100.00%
GCA_016343825.1_ASM1634382v1/JAEHXK010000019.1_provirus_78266_88219	GCA_016343825.1_ASM1634382v1_ShosTA_1	ShosTA	ShosTA	59.88%
