Strain,Mash,Defense_Systems,Prophages,Target_Proteins,Spacer_Hit_Prophages
GCA_001023975.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001023985.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024035.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024055.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0011;P0029,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0081;P0083;P0084
GCA_001024065.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024075.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0037;P0038;P0040;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0081;P0084
GCA_001024115.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024125.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024135.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024195.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0013;P0029;P0046;P0048,AmpD;DUF1615 protein;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0081;P0083;P0084
GCA_001024205.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024215.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024235.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024275.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024285.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0029;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024305.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0011;P0013;P0029;P0046,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024355.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024365.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024375.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0059,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024395.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0029;P0046;P0048;P0089,AmpD;DUF1615 protein;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024445.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024455.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024495.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024515.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024535.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;TpsB,P0001;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024545.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0013;P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0029;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024565.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024615.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024635.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0059,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024645.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0037;P0038;P0040;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0081;P0084
GCA_001024655.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024695.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0013;P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024715.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024725.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0013;P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024755.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0021;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083
GCA_001024765.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024775.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024805.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0029;P0048,AmpD;DUF1615 protein;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0021;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0081
GCA_001024835.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0026;P0032;P0034;P0037;P0038;P0040;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024845.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0013;P0029;P0046;P0048,AmpD;DUF1615 protein;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024855.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024875.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024925.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0037;P0038;P0040;P0045;P0046;P0047;P0060;P0065;P0067;P0070;P0071;P0081;P0084
GCA_001024945.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;Prometheus;SEFIR,P0013;P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024955.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001024995.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0013;P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0081;P0084
GCA_001028745.1,292,AbiE;All_UG;CBASS;CRISPR-Cas;Eleos;Gao_Iet;Mokosh;Prometheus;Pycsar;R-M;Septu;Sirona,P0050,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0007;P0011;P0012;P0014;P0016;P0019;P0021;P0029;P0032;P0034;P0037;P0038;P0042;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0067;P0071;P0073;P0081;P0084
GCA_001034665.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001034745.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0081;P0084
GCA_001034755.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001034765.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001034785.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001034825.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0081;P0083;P0084
GCA_001034835.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0048,AmpD;DUF1615 protein;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001034855.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001034875.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001034905.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001034915.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001034955.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001035005.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001035035.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029;P0046;P0048,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0039;P0040;P0043;P0045;P0046;P0047;P0048;P0049;P0052;P0057;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
GCA_001035065.1,292,BREX;Borvo;CRISPR-Cas;PD-Lambda-2;SEFIR,P0029,AmpD;DUF1615 protein;Gamp2;TpsB,P0001;P0003;P0007;P0011;P0012;P0014;P0016;P0017;P0019;P0021;P0026;P0032;P0034;P0037;P0038;P0040;P0043;P0045;P0046;P0047;P0048;P0059;P0060;P0065;P0067;P0070;P0071;P0073;P0074;P0081;P0083;P0084
